编号,类别,图题或文件主题,参考来源,原发布页,作者,台账许可线索,本次处理
XIAO-80-3-19,教材PDF裁图候选,图3-19 等跨径连续梁的边跨卸载作用,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-80-3-20,教材PDF裁图候选,图3-20 钱塘江二桥,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-81-3-21,教材PDF裁图候选,图3-21 悬臂施工法施工的T 形刚构,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-83-3-23,教材PDF裁图候选,图3-23 无伸缩缝梁桥立面图,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-84-3-24,教材PDF裁图候选,图3-24 梁桥的倾覆事故,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-84-3-25,教材PDF裁图候选,图3-25 曲线桥的支承布置形式,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-85-3-26,教材PDF裁图候选,图3-26 曲线梁桥的变形形式,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-85-3-27,教材PDF裁图候选,图3-27 连续曲线梁横向支承布置,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-86-3-28,教材PDF裁图候选,图3-28 单壁墩与双壁墩的抗弯刚度对比,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-87-3-29,教材PDF裁图候选,图3-29 单壁墩与双壁墩的抗扭能力比较,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-87-3-30,教材PDF裁图候选,图3-30 立面布置图(cm),用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-88-3-31,教材PDF裁图候选,图3-31 桥墩截面,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-89-3-32,教材PDF裁图候选,图3-32 双臂墩的各种形式,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-94-3-33,教材PDF裁图候选,图3-33 不同边中跨比η 时的连续梁弯矩分布图（ql2/100）,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-95-3-34,教材PDF裁图候选,图3-34 T 形刚构布置形式,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-101-3-35,教材PDF裁图候选,图3-35 无伸缩缝梁桥立面布置图(mm),用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-102-3-36,教材PDF裁图候选,图3-36 南京长江二桥北汊桥立面布置图(cm),用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-102-3-37,教材PDF裁图候选,图3-37 连续梁桥恒载弯矩示意图,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-102-3-38,教材PDF裁图候选,图3-38 连续梁桥活载弯矩示意图,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-103-3-37,教材PDF裁图候选,图3-37 重庆长江大桥,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-103-3-40,教材PDF裁图候选,图3-40 重庆长江大桥立面布置图(m),用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-103-3-41,教材PDF裁图候选,图3-41 带铰的T 形刚构的恒载弯矩图,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-103-3-42,教材PDF裁图候选,图3-42 带挂孔的T 形刚构的恒载弯矩图,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-104-3-43,教材PDF裁图候选,图3-43 云南红河大桥,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-104-3-44,教材PDF裁图候选,图3-44 红河大桥总体布置图（cm）,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-105-3-45,教材PDF裁图候选,图3-45 四川泸州长江二桥,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-105-3-46,教材PDF裁图候选,图3-46 四川泸州长江二桥总体布置图(cm),用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-106-3-47,教材PDF裁图候选,图3-47 边跨对称连续刚构弯矩图(kN-m),用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-106-3-48,教材PDF裁图候选,图3-48 边跨不对称连续刚构弯矩图(kN-m),用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-106-3-49,教材PDF裁图候选,图3-49 边跨固结连续刚构弯矩图(kN-m),用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-107-3-50,教材PDF裁图候选,图3-50 广州琶洲珠江大桥,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-107-3-51,教材PDF裁图候选,图3-51 总体布置图(cm),用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-107-3-53,教材PDF裁图候选,图3-53 箱梁施工,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-108-3-54,教材PDF裁图候选,图3-54 石板坡长江大桥复线桥,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-108-3-55,教材PDF裁图候选,图3-55 石板坡长江大桥复线桥总体布置图（m）,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-109-4-1,教材PDF裁图候选,图4-1 罗马拱与歌德拱,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-110-4-2,教材PDF裁图候选,图4-2 法国尼姆城加尔德石拱桥,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-110-4-3,教材PDF裁图候选,图4-3 赵州安济桥,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-111-4-5,教材PDF裁图候选,图4-5 薄墩薄拱石拱桥,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-111-4-6,教材PDF裁图候选,图4-6 Coalbrookdale Iron 桥 图4-7 圣路易斯桥,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-112-4-10,教材PDF裁图候选,图4-10 皮亚·马里亚桥（双铰月牙形拱） 图4-11 狱门桥,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-112-4-8,教材PDF裁图候选,图4-8 夏泽莱桥 图4-9 Camille de Hogues Bridge,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-113-4-12,教材PDF裁图候选,图4-12 萨尔基那山谷桥图 图4-13 纽卡斯尔高层桥,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-113-4-14,教材PDF裁图候选,图4-14 西万德巴赫桥,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-114-4-15,教材PDF裁图候选,图4-15 格莱兹维尔桥,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-114-4-16,教材PDF裁图候选,图4-16 湖南长沙橘子洲大桥 图4-17 克尔克桥,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-115-4-18,教材PDF裁图候选,图4-18 江界河大桥 图4-19 重庆万州长江大桥,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-115-4-20,教材PDF裁图候选,图4-20 丹河大桥 图4-21 Silver Jubilee Bridge,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-116-4-22,教材PDF裁图候选,图4-22 德国费马恩海峡大桥 图4-23 新河谷桥,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-116-4-24,教材PDF裁图候选,图4-24 卢浦大桥,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-116-4-25,教材PDF裁图候选,图4-25 宜万铁路宜昌长江大桥主桥 图4-26 重庆菜园坝长江大桥,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-117-4-27,教材PDF裁图候选,图4-27 重庆朝天门大桥,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-117-4-28,教材PDF裁图候选,图4-28 宁波明州大桥,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-118-4-29,教材PDF裁图候选,图4-29 泸州合江长江一桥,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-118-4-30,教材PDF裁图候选,图4-30 西班牙Bacde Roda 桥,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
